category,permission,input_text,label,label_float,reason
Finance,App activity,Finance app requesting App activity permission.,Unjustified,0.0,"Finance apps typically do not need access to App activity for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,App activity,Finance applications may interact with App activity.,Unjustified,0.0,"Finance apps typically do not need access to App activity for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,App activity,The application falls under Finance and asks for App activity.,Unjustified,0.0,"Finance apps typically do not need access to App activity for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,App activity,Finance app requesting App activity permission.,Unjustified,0.0,"Finance apps typically do not need access to App activity for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,App activity,Permission: App activity | Category: Finance,Unjustified,0.0,"Finance apps typically do not need access to App activity for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,App activity,This Finance app includes permission: App activity.,Unjustified,0.0,"Finance apps typically do not need access to App activity for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,App activity,"For a Finance app, permission requested: App activity.",Unjustified,0.0,"Finance apps typically do not need access to App activity for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,Web browsing,The application falls under Finance and asks for Web browsing.,Unjustified,0.0,"Finance apps typically do not need access to Web browsing for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,Web browsing,Finance applications may interact with Web browsing.,Unjustified,0.0,"Finance apps typically do not need access to Web browsing for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,Web browsing,The application falls under Finance and asks for Web browsing.,Unjustified,0.0,"Finance apps typically do not need access to Web browsing for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,Web browsing,Category: Finance. Needed permission: Web browsing.,Unjustified,0.0,"Finance apps typically do not need access to Web browsing for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,Web browsing,This Finance app includes permission: Web browsing.,Unjustified,0.0,"Finance apps typically do not need access to Web browsing for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,Web browsing,Permission: Web browsing | Category: Finance,Unjustified,0.0,"Finance apps typically do not need access to Web browsing for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,Web browsing,"For a Finance app, permission requested: Web browsing.",Unjustified,0.0,"Finance apps typically do not need access to Web browsing for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,App info and performance,Finance applications may interact with App info and performance.,Unjustified,0.0,"Finance apps typically do not need access to App info and performance for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,App info and performance,Finance app requesting App info and performance permission.,Unjustified,0.0,"Finance apps typically do not need access to App info and performance for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,App info and performance,Category: Finance. Needed permission: App info and performance.,Unjustified,0.0,"Finance apps typically do not need access to App info and performance for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,App info and performance,This Finance app includes permission: App info and performance.,Unjustified,0.0,"Finance apps typically do not need access to App info and performance for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,App info and performance,Category: Finance. Needed permission: App info and performance.,Unjustified,0.0,"Finance apps typically do not need access to App info and performance for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,App info and performance,The application falls under Finance and asks for App info and performance.,Unjustified,0.0,"Finance apps typically do not need access to App info and performance for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,App info and performance,This Finance app includes permission: App info and performance.,Unjustified,0.0,"Finance apps typically do not need access to App info and performance for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,Device or other IDs,Finance app requesting Device or other IDs permission.,Justified,1.0,"Finance apps often require access to Device or other IDs to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Finance,Device or other IDs,Permission: Device or other IDs | Category: Finance,Justified,1.0,"Finance apps often require access to Device or other IDs to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Finance,Device or other IDs,Finance app requesting Device or other IDs permission.,Justified,1.0,"Finance apps often require access to Device or other IDs to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Finance,Device or other IDs,This Finance app includes permission: Device or other IDs.,Justified,1.0,"Finance apps often require access to Device or other IDs to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Finance,Device or other IDs,Category: Finance. Needed permission: Device or other IDs.,Justified,1.0,"Finance apps often require access to Device or other IDs to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Finance,Device or other IDs,Finance applications may interact with Device or other IDs.,Justified,1.0,"Finance apps often require access to Device or other IDs to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Finance,Device or other IDs,Finance app requesting Device or other IDs permission.,Justified,1.0,"Finance apps often require access to Device or other IDs to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Finance,Contacts,Finance applications may interact with Contacts.,Unjustified,0.0,"Finance apps typically do not need access to Contacts for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,Contacts,Finance applications may interact with Contacts.,Unjustified,0.0,"Finance apps typically do not need access to Contacts for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,Contacts,Permission: Contacts | Category: Finance,Unjustified,0.0,"Finance apps typically do not need access to Contacts for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,Contacts,Permission: Contacts | Category: Finance,Unjustified,0.0,"Finance apps typically do not need access to Contacts for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,Contacts,The application falls under Finance and asks for Contacts.,Unjustified,0.0,"Finance apps typically do not need access to Contacts for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,Contacts,Finance applications may interact with Contacts.,Unjustified,0.0,"Finance apps typically do not need access to Contacts for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Finance,Contacts,Finance applications may interact with Contacts.,Unjustified,0.0,"Finance apps typically do not need access to Contacts for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Location,Permission: Location | Category: Travel,Justified,1.0,"Travel apps often require access to Location to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,Location,"For a Travel app, permission requested: Location.",Justified,1.0,"Travel apps often require access to Location to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,Location,Permission: Location | Category: Travel,Justified,1.0,"Travel apps often require access to Location to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,Location,"For a Travel app, permission requested: Location.",Justified,1.0,"Travel apps often require access to Location to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,Location,The application falls under Travel and asks for Location.,Justified,1.0,"Travel apps often require access to Location to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,Location,Travel applications may interact with Location.,Justified,1.0,"Travel apps often require access to Location to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,Location,This Travel app includes permission: Location.,Justified,1.0,"Travel apps often require access to Location to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,Personal info,Category: Travel. Needed permission: Personal info.,Justified,1.0,"Travel apps often require access to Personal info to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,Personal info,Permission: Personal info | Category: Travel,Justified,1.0,"Travel apps often require access to Personal info to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,Personal info,Travel applications may interact with Personal info.,Justified,1.0,"Travel apps often require access to Personal info to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,Personal info,Travel applications may interact with Personal info.,Justified,1.0,"Travel apps often require access to Personal info to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,Personal info,Travel app requesting Personal info permission.,Justified,1.0,"Travel apps often require access to Personal info to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,Personal info,Permission: Personal info | Category: Travel,Justified,1.0,"Travel apps often require access to Personal info to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,Personal info,Travel applications may interact with Personal info.,Justified,1.0,"Travel apps often require access to Personal info to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,Financial info,Travel app requesting Financial info permission.,Unjustified,0.0,"Travel apps typically do not need access to Financial info for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Financial info,Permission: Financial info | Category: Travel,Unjustified,0.0,"Travel apps typically do not need access to Financial info for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Financial info,Travel applications may interact with Financial info.,Unjustified,0.0,"Travel apps typically do not need access to Financial info for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Financial info,"For a Travel app, permission requested: Financial info.",Unjustified,0.0,"Travel apps typically do not need access to Financial info for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Financial info,Travel app requesting Financial info permission.,Unjustified,0.0,"Travel apps typically do not need access to Financial info for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Financial info,"For a Travel app, permission requested: Financial info.",Unjustified,0.0,"Travel apps typically do not need access to Financial info for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Financial info,Category: Travel. Needed permission: Financial info.,Unjustified,0.0,"Travel apps typically do not need access to Financial info for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Health and fitness,Category: Travel. Needed permission: Health and fitness.,Unjustified,0.0,"Travel apps typically do not need access to Health and fitness for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Health and fitness,The application falls under Travel and asks for Health and fitness.,Unjustified,0.0,"Travel apps typically do not need access to Health and fitness for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Health and fitness,"For a Travel app, permission requested: Health and fitness.",Unjustified,0.0,"Travel apps typically do not need access to Health and fitness for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Health and fitness,"For a Travel app, permission requested: Health and fitness.",Unjustified,0.0,"Travel apps typically do not need access to Health and fitness for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Health and fitness,This Travel app includes permission: Health and fitness.,Unjustified,0.0,"Travel apps typically do not need access to Health and fitness for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Health and fitness,The application falls under Travel and asks for Health and fitness.,Unjustified,0.0,"Travel apps typically do not need access to Health and fitness for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Health and fitness,The application falls under Travel and asks for Health and fitness.,Unjustified,0.0,"Travel apps typically do not need access to Health and fitness for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Messages,Permission: Messages | Category: Travel,Unjustified,0.0,"Travel apps typically do not need access to Messages for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Messages,Category: Travel. Needed permission: Messages.,Unjustified,0.0,"Travel apps typically do not need access to Messages for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Messages,"For a Travel app, permission requested: Messages.",Unjustified,0.0,"Travel apps typically do not need access to Messages for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Messages,"For a Travel app, permission requested: Messages.",Unjustified,0.0,"Travel apps typically do not need access to Messages for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Messages,The application falls under Travel and asks for Messages.,Unjustified,0.0,"Travel apps typically do not need access to Messages for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Messages,Travel applications may interact with Messages.,Unjustified,0.0,"Travel apps typically do not need access to Messages for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Messages,The application falls under Travel and asks for Messages.,Unjustified,0.0,"Travel apps typically do not need access to Messages for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Photos and videos,This Travel app includes permission: Photos and videos.,Unjustified,0.0,"Travel apps typically do not need access to Photos and videos for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Photos and videos,Travel applications may interact with Photos and videos.,Unjustified,0.0,"Travel apps typically do not need access to Photos and videos for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Photos and videos,Category: Travel. Needed permission: Photos and videos.,Unjustified,0.0,"Travel apps typically do not need access to Photos and videos for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Photos and videos,Travel applications may interact with Photos and videos.,Unjustified,0.0,"Travel apps typically do not need access to Photos and videos for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Photos and videos,The application falls under Travel and asks for Photos and videos.,Unjustified,0.0,"Travel apps typically do not need access to Photos and videos for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Photos and videos,This Travel app includes permission: Photos and videos.,Unjustified,0.0,"Travel apps typically do not need access to Photos and videos for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Photos and videos,Category: Travel. Needed permission: Photos and videos.,Unjustified,0.0,"Travel apps typically do not need access to Photos and videos for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Audio,Travel app requesting Audio permission.,Unjustified,0.0,"Travel apps typically do not need access to Audio for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Audio,This Travel app includes permission: Audio.,Unjustified,0.0,"Travel apps typically do not need access to Audio for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Audio,Category: Travel. Needed permission: Audio.,Unjustified,0.0,"Travel apps typically do not need access to Audio for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Audio,"For a Travel app, permission requested: Audio.",Unjustified,0.0,"Travel apps typically do not need access to Audio for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Audio,Permission: Audio | Category: Travel,Unjustified,0.0,"Travel apps typically do not need access to Audio for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Audio,Travel app requesting Audio permission.,Unjustified,0.0,"Travel apps typically do not need access to Audio for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Audio,Travel app requesting Audio permission.,Unjustified,0.0,"Travel apps typically do not need access to Audio for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Calendar,"For a Travel app, permission requested: Calendar.",Unjustified,0.0,"Travel apps typically do not need access to Calendar for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Calendar,Category: Travel. Needed permission: Calendar.,Unjustified,0.0,"Travel apps typically do not need access to Calendar for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Calendar,"For a Travel app, permission requested: Calendar.",Unjustified,0.0,"Travel apps typically do not need access to Calendar for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Calendar,"For a Travel app, permission requested: Calendar.",Unjustified,0.0,"Travel apps typically do not need access to Calendar for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Calendar,Travel applications may interact with Calendar.,Unjustified,0.0,"Travel apps typically do not need access to Calendar for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Calendar,Travel applications may interact with Calendar.,Unjustified,0.0,"Travel apps typically do not need access to Calendar for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Calendar,The application falls under Travel and asks for Calendar.,Unjustified,0.0,"Travel apps typically do not need access to Calendar for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Files and docs,Permission: Files and docs | Category: Travel,Unjustified,0.0,"Travel apps typically do not need access to Files and docs for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Files and docs,"For a Travel app, permission requested: Files and docs.",Unjustified,0.0,"Travel apps typically do not need access to Files and docs for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Files and docs,Category: Travel. Needed permission: Files and docs.,Unjustified,0.0,"Travel apps typically do not need access to Files and docs for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Files and docs,"For a Travel app, permission requested: Files and docs.",Unjustified,0.0,"Travel apps typically do not need access to Files and docs for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Files and docs,The application falls under Travel and asks for Files and docs.,Unjustified,0.0,"Travel apps typically do not need access to Files and docs for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Files and docs,The application falls under Travel and asks for Files and docs.,Unjustified,0.0,"Travel apps typically do not need access to Files and docs for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Files and docs,Travel app requesting Files and docs permission.,Unjustified,0.0,"Travel apps typically do not need access to Files and docs for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,App activity,This Travel app includes permission: App activity.,Justified,1.0,"Travel apps often require access to App activity to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,App activity,The application falls under Travel and asks for App activity.,Justified,1.0,"Travel apps often require access to App activity to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,App activity,Travel applications may interact with App activity.,Justified,1.0,"Travel apps often require access to App activity to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,App activity,Permission: App activity | Category: Travel,Justified,1.0,"Travel apps often require access to App activity to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,App activity,This Travel app includes permission: App activity.,Justified,1.0,"Travel apps often require access to App activity to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,App activity,The application falls under Travel and asks for App activity.,Justified,1.0,"Travel apps often require access to App activity to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,App activity,"For a Travel app, permission requested: App activity.",Justified,1.0,"Travel apps often require access to App activity to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,Web browsing,The application falls under Travel and asks for Web browsing.,Unjustified,0.0,"Travel apps typically do not need access to Web browsing for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Web browsing,The application falls under Travel and asks for Web browsing.,Unjustified,0.0,"Travel apps typically do not need access to Web browsing for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Web browsing,Travel app requesting Web browsing permission.,Unjustified,0.0,"Travel apps typically do not need access to Web browsing for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Web browsing,Travel applications may interact with Web browsing.,Unjustified,0.0,"Travel apps typically do not need access to Web browsing for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Web browsing,The application falls under Travel and asks for Web browsing.,Unjustified,0.0,"Travel apps typically do not need access to Web browsing for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Web browsing,"For a Travel app, permission requested: Web browsing.",Unjustified,0.0,"Travel apps typically do not need access to Web browsing for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Web browsing,Permission: Web browsing | Category: Travel,Unjustified,0.0,"Travel apps typically do not need access to Web browsing for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,App info and performance,This Travel app includes permission: App info and performance.,Unjustified,0.0,"Travel apps typically do not need access to App info and performance for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,App info and performance,The application falls under Travel and asks for App info and performance.,Unjustified,0.0,"Travel apps typically do not need access to App info and performance for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,App info and performance,Travel app requesting App info and performance permission.,Unjustified,0.0,"Travel apps typically do not need access to App info and performance for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,App info and performance,Travel app requesting App info and performance permission.,Unjustified,0.0,"Travel apps typically do not need access to App info and performance for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,App info and performance,This Travel app includes permission: App info and performance.,Unjustified,0.0,"Travel apps typically do not need access to App info and performance for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,App info and performance,The application falls under Travel and asks for App info and performance.,Unjustified,0.0,"Travel apps typically do not need access to App info and performance for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,App info and performance,"For a Travel app, permission requested: App info and performance.",Unjustified,0.0,"Travel apps typically do not need access to App info and performance for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Device or other IDs,Travel app requesting Device or other IDs permission.,Justified,1.0,"Travel apps often require access to Device or other IDs to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,Device or other IDs,This Travel app includes permission: Device or other IDs.,Justified,1.0,"Travel apps often require access to Device or other IDs to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,Device or other IDs,This Travel app includes permission: Device or other IDs.,Justified,1.0,"Travel apps often require access to Device or other IDs to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,Device or other IDs,The application falls under Travel and asks for Device or other IDs.,Justified,1.0,"Travel apps often require access to Device or other IDs to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,Device or other IDs,The application falls under Travel and asks for Device or other IDs.,Justified,1.0,"Travel apps often require access to Device or other IDs to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,Device or other IDs,Travel applications may interact with Device or other IDs.,Justified,1.0,"Travel apps often require access to Device or other IDs to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,Device or other IDs,Travel applications may interact with Device or other IDs.,Justified,1.0,"Travel apps often require access to Device or other IDs to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Travel,Contacts,Permission: Contacts | Category: Travel,Unjustified,0.0,"Travel apps typically do not need access to Contacts for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Contacts,"For a Travel app, permission requested: Contacts.",Unjustified,0.0,"Travel apps typically do not need access to Contacts for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Contacts,Travel applications may interact with Contacts.,Unjustified,0.0,"Travel apps typically do not need access to Contacts for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Contacts,The application falls under Travel and asks for Contacts.,Unjustified,0.0,"Travel apps typically do not need access to Contacts for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Contacts,Travel app requesting Contacts permission.,Unjustified,0.0,"Travel apps typically do not need access to Contacts for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Contacts,"For a Travel app, permission requested: Contacts.",Unjustified,0.0,"Travel apps typically do not need access to Contacts for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Travel,Contacts,"For a Travel app, permission requested: Contacts.",Unjustified,0.0,"Travel apps typically do not need access to Contacts for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Productivity,Location,"For a Productivity app, permission requested: Location.",Unjustified,0.0,"Productivity apps typically do not need access to Location for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Productivity,Location,This Productivity app includes permission: Location.,Unjustified,0.0,"Productivity apps typically do not need access to Location for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Productivity,Location,"For a Productivity app, permission requested: Location.",Unjustified,0.0,"Productivity apps typically do not need access to Location for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Productivity,Location,Permission: Location | Category: Productivity,Unjustified,0.0,"Productivity apps typically do not need access to Location for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Productivity,Location,Productivity app requesting Location permission.,Unjustified,0.0,"Productivity apps typically do not need access to Location for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Productivity,Location,Productivity applications may interact with Location.,Unjustified,0.0,"Productivity apps typically do not need access to Location for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Productivity,Location,"For a Productivity app, permission requested: Location.",Unjustified,0.0,"Productivity apps typically do not need access to Location for their primary functionality. Although some edge cases may exist, this permission is generally non-essential. Therefore, it is considered unjustified."
Productivity,Personal info,The application falls under Productivity and asks for Personal info.,Justified,1.0,"Productivity apps often require access to Personal info to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Productivity,Personal info,The application falls under Productivity and asks for Personal info.,Justified,1.0,"Productivity apps often require access to Personal info to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Productivity,Personal info,Productivity app requesting Personal info permission.,Justified,1.0,"Productivity apps often require access to Personal info to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Productivity,Personal info,This Productivity app includes permission: Personal info.,Justified,1.0,"Productivity apps often require access to Personal info to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Productivity,Personal info,Permission: Personal info | Category: Productivity,Justified,1.0,"Productivity apps often require access to Personal info to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
Productivity,Personal info,Category: Productivity. Needed permission: Personal info.,Justified,1.0,"Productivity apps often require access to Personal info to support their core functionality. This permission directly contributes to essential app operations. Therefore, it is considered justified."
